Subject,Code,Title,Prerequisites
EDS,EDS 22S,Education in Cuba—Field Experience,students must be participants in the OASIS Learning Communities Program
EDS,EDS 23,Success and Satisfaction in the Second Year of Higher Education: Research Trends and Conclusions,department approval required
EDS,EDS 24,Thriving in College,department/instructor approval required
EDS,EDS 25,American Higher Education and the Collegiate Experience,Summer Bridge participation
EDS,EDS 31/CHEM 96,Introduction to Teaching Science,N/A
EDS,EDS 38,Explorations in Education,department approval required
EDS,EDS 39,Explorations in Secondary STEM Education,department approval required
EDS,EDS 40,"Nature, Community, and Education",N/A
EDS,EDS 50,Chancellor’s Associates Scholars Program First-year Student Introductory Course,Open to Chancellor’s Associates Scholars Program first-year students only
EDS,EDS 87,First-year Student Seminar in Education Studies,Enrollment priority will be given to first-year students
EDS,EDS 88,Learning Sustainable Well-being: Compassion for Self and Others in Education,N/A
EDS,EDS 102,Introduction to Qualitative Methods in Education Research,ED25 major and upper-division standing
EDS,EDS 103,Introduction to Quantitative Methods in Education Research,ED25 major and upper-division standing
EDS,EDS 105/PHYS 180,Teaching and Learning Physics,PHYS 1A or PHYS 2A or PHYS 4A and PHYS 1B or PHYS 2B or PHYS 4C and PHYS 1C or PHYS 2C or PHYS 2D or PHYS 4B
EDS,EDS 107,The Struggle for K–12 Ethnic Studies,upper-division standing
EDS,EDS 108GS,"Culture, Cognition, and Schooling in the Americas",upper-division standing and department approval
EDS,EDS 110R,Early Learning Environments for Diverse Learners,upper-division standing
EDS,EDS 111,"Child, Family, and Community Partnerships with Schools",upper-division standing
EDS,EDS 111GS,"Child, Family, and Community Partnerships with Schools",department approval
EDS,EDS 112,Urban Education in the United States,upper-division standing
EDS,EDS 113,"Chicanas/os and Latinos in Education: Policy, Practice, and Challenges to Equity",upper-division standing
EDS,EDS 114,Cognitive Development and Interactive Computing Environments,upper-division standing
EDS,EDS 115,Cognitive Development and Education,upper-division or graduate majors ED 78 or ED 76 standing or consent of instructor
EDS,EDS 115GS,Cognitive Development and Education,department approval
EDS,EDS 116,Equity-Minded Education,department approval (consent of instructor) required
EDS,EDS 117,"Language, Culture, and Education",upper-division standing
EDS,EDS 117GS,"Language, Culture, and Education",department approval
EDS,EDS 118,Adolescent Development and Education,N/A
EDS,EDS/LIGN 119,First and Second Language Learning: From Childhood through Adolescence,upper-division standing or consent of instructor
EDS,EDS 120,Introduction to Design-Based Educational Research: A Field Experience for Improving San Diego Schools,upper-division standing and HIUS 180 or HIUS 136 or HITO 156 or HITO 136 or EDS 126 or EDS 136 or USP 129 or SOCI 139 or SOCI 127 or SOCI 126 or POLI 108 or POLI 100Q or POLI 100O or POLI 100H or LTCS 130 or HILD 7C or HILD 7B or HILD 7A or ETHN 3 or ETHN 2 or ANTH 131 or ANTH 21 or ANTH 23 or DOC 1 or DOC 100D or EDS 112 or EDS 113 or EDS 117 or SOCI 117 or EDS 125
EDS,EDS 122/CHEM 187,Foundations of Teaching and Learning Science,"EDS 31/CHEM 87: Introduction to Teaching Science, Chemistry 6C"
EDS,EDS 123/CHEM 188,Capstone Seminar in Science Education,EDS 122/CHEM 187
EDS,EDS 124AR,Teaching Computation in the Digital World,upper-division standing
EDS,EDS 124BR,Teaching Computational Thinking for Everyone,upper-division standing
EDS,EDS 125,"History, Politics, and Theory of Bilingual Education",N/A
EDS,EDS 126,Social Organization of Education,upper-division standing
EDS,EDS 127,Education Policy in the United States,upper-division standing
EDS,EDS 128 A-B,Introduction to Teaching and Learning,department approval required; EDS 139 must be taken as corequisite
EDS,EDS 129 A-B-C,Introduction to Teaching and Learning,department approval required; EDS 139 must be taken as corequisite
EDS,EDS 130,Introduction to Academic Mentoring of Elementary/School Students,department approval required; EDS 139 must be taken as a corequisite
EDS,EDS 131,Early Childhood Development and Education,department approval
EDS,EDS 133,"Counseling, Mentoring, and Academic Advising",department approval required
EDS,EDS 135,Working with Newcomer Communities in San Diego,department approval required
EDS,EDS 136,Introduction to Academic Tutoring of Secondary School Students,department approval required; EDS 139 must be taken as a corequisite
EDS,EDS 137,Introduction to Discipline-Specific Teaching and Learning,department approval required; EDS 139 must be taken as a corequisite
EDS,EDS 139,Practicum in Teaching and Learning,department approval required
EDS,EDS 140,Introduction to Action Research in P–12 Schools,"EDS 130 or EDS 131 or EDS 133 or EDS 135 or EDS 136 or EDS 137 or EDS 145 or EDS 146, department approval"
EDS,EDS 141,Action Research in P–12 Education: Advanced Practicum in P–12 Schools and Communities,"EDS 140, department approval"
EDS,EDS 145,Artsbridge: Integrating the Arts Across the Curriculum,department approval required; EDS 139 must be taken as a corequisite
EDS,EDS 146,Mindfulness and Education,"department approval required, EDS 139 must be taken as a corequisite"
EDS,EDS 149,Professional Learning in Practice,department approval required
EDS,EDS 150,Chancellor’s Associates Scholars Program Transfer Introductory Course,open to Chancellor’s Associates Scholars Program transfer students only
EDS,EDS 155,Climate Education for Climate Justice,upper-division standing or consent of instructor
EDS,EDS 162,Building Equitable Learning Environments: Tools for Transformative Teaching,upper-division or graduate-level standing
EDS,EDS 164R,"Early Childhood Policy: Children, Contexts, and Policies in Diverse Societies",upper-division standing or consent of instructor
EDS,EDS 165,Psychology of Reading and Education,upper-division standing or consent of instructor
EDS,EDS 180,Topics in Education Studies,upper-division standing or consent of instructor
EDS,EDS 190,Research Practicum,consent of instructor
EDS,EDS 195,Apprentice Teaching,consent of instructor and department approval
EDS,EDS 198,Directed Group Study,consent of instructor
EDS,EDS 199,Special Studies,consent of instructor
EDS,EDS 324AR,Teaching Impacts of Technology,upper-division or graduate-level standing
EDS,EDS 324BR,Computational Thinking and Block-Based Programming,upper-division or graduate-level standing
EDS,EDS 324CR,Learn to Teach Java,upper-division or graduate-level standing
EDS,EDS 324DR,Teaching Methods in Computer Science,upper-division or graduate-level standing
EDS,EDS 342A,ASL-English Bilingual Education Practices,must be an ED76 major
EDS,EDS 342B,ASL-English Bilingual Education Practices,"EDS 342A, EDS 361A"
EDS,EDS 342C,ASL-English Bilingual Education Practices,"EDS 342A, EDS 342B, EDS 361A"
EDS,EDS 349,Deaf Education Specialist Student Teaching Practicum,"must be an ED76 major, Teaching and Bilingual Education (ASL-English)"
EDS,EDS 351,Teaching the English Language Learner,ED76 or ED78 major: Elementary Multiple Subject or Single Subject candidates at UC San Diego who have advanced to student teaching or internship
EDS,EDS 352A,Bilingual Instructional Practices I,ED78 major: Elementary Multiple Subject or Single Subject candidates at UC San Diego who have advanced to student teaching or internship
EDS,EDS 352B,Bilingual Instructional Practices II,EDS 352A
EDS,EDS 352C,Bilingual Instructional Practices III,EDS 352B
EDS,EDS 355A,Advanced Mathematics Teaching Practices for Grades K–6,"admission into the ED78: Multiple Subject (MS-2 program), and concurrent enrollment in EDS 361A or consent of instructor"
EDS,EDS 355B,Advanced Mathematics Teaching Practices for Grades K–6,"EDS 355A, admission into the ED85: Multiple Subject (MS-2 program), and concurrent enrollment in EDS 361B or consent of instructor"
EDS,EDS 355C,Advanced Mathematics Teaching Practices for Grades K–6,EDS 355B is required prior to EDS 355C
EDS,EDS 359,Education Specialist Teaching Practicum,must be an ED78 major: Affirmed Education Specialist Credential candidate at UC San Diego who has advanced to student teaching or consent of instructor
EDS,EDS 361A,Innovative Instructional Practices I,must be an ED76 major: Teaching and Learning Bilingual Education (ASL-English) or ED78 major only for Elementary Multiple Subject candidate who has advanced to student teaching
EDS,EDS 361B,Innovative Instructional Practices II,"EDS 361A, ED76 major: Teaching and Learning Bilingual Education (ASL-English) or ED78 major only for Elementary Multiple Subject candidate who has advanced to student teaching"
EDS,EDS 361C,Innovative Instructional Practices III,"EDS 361B, ED76 major: Teaching and Learning Bilingual Education (ASL-English) or ED78 major only for Elementary Multiple Subject candidate who has advanced to student teaching"
EDS,EDS 368,Instructional Planning and Assessment,ED78 majors for Elementary Multiple Subjects only
EDS,EDS 369A,Multiple Subject,ED76 or ED78 majors for Elementary Multiple Subjects only
EDS,EDS 369B,Multiple Subject,"EDS 369A, ED78 major for Elementary Multiple Subjects only"
EDS,EDS 369C,Multiple Subject,"EDS 369B, ED78 major for Elementary Multiple Subjects only"
EDS,EDS 370A,Multiple Subject,ED76 or ED78 majors for Elementary Multiple Subjects only
EDS,EDS 370B,Multiple Subject,ED76 or ED78 majors for Elementary Multiple Subjects only
EDS,EDS 370C,Multiple Subject,ED76 or ED78 majors for Elementary Multiple Subjects only
EDS,EDS 371,Secondary History-Social Science Teaching Practices,ED78 Single Subject major only
EDS,EDS 372,World Language Teaching Practices,N/A
EDS,EDS 373,Secondary English Teaching Practices,ED78 Single Subject major only
EDS,EDS 374,Secondary Mathematics Teaching Practices,ED78 Single Subject major only
EDS,EDS 375,Secondary Science Teaching Practices,ED78 Single Subject major only
EDS,EDS 376,Language and Learning Instruction,ED78 Elementary Multiple Subject or Single Subject candidates at UC San Diego who have advanced to student teaching or internship
EDS,EDS 378,Instructional Planning and Assessment,ED78 majors for Single Subjects only
EDS,EDS 379A,Single Subject,ED78 Single Subject major only
EDS,EDS 379B,Single Subject,EDS 379A
EDS,EDS 379C,Single Subject,EDS 379B
EDS,EDS 380A,Single Subject,ED78 Single Subject major only
EDS,EDS 380B,Single Subject,EDS 380A
EDS,EDS 380C,Single Subject,EDS 380A-B
EDS,EDS 381,Health Education,ED78 major: Elementary Multiple Subject or Single Subject candidates at UC San Diego who have advanced to student teaching or internship
EDS,EDS 382,Inclusive Educational Practices,ED78 or ED81 major: Elementary Multiple Subject or Single Subject candidates at UC San Diego who have advanced to student teaching or internship and department approval required
EDS,EDS 384,Advanced Topics in Deaf Education Practices,must be an ED78 major: Affirmed Education Specialist Credential candidate at UC San Diego who has advanced to student teaching or consent of instructor
EDS,EDS 385,Elementary School Mathematics Content and Pedagogy,students must be ED78 majors: MEd/Elementary-Multiple Subject Credential candidates who have advanced to student teaching or internship
EDS,EDS 201,Introduction to Resources for Teaching and Learning,"students must be registered EDS graduate students (ED 76, 77, 78, 79, 80)"
EDS,EDS 203,"Technology, Teaching, and Learning","students must be registered EDS graduate students (ED 76, 77, 78, 79, 80)"
EDS,EDS 204,Technology and Professional Assessment,students must be registered as an MEd/Credential graduate student (ED78)
EDS,EDS 204R,Technology and Professional Assessment,students must be registered as an MEd/Credential graduate student (ED78)
EDS,EDS 205A,Reflective Teaching Practice,students must be registered EDS graduate students
EDS,EDS 205B,Reflective Teaching Practice,"EDS 205A, and students must be registered EDS graduate students"
EDS,EDS 206,Teaching Performance Assessment Portfolio,students must be registered EDS graduate students
EDS,EDS 206R,Teaching Performance Assessment Portfolio,students must be registered EDS graduate students
EDS,EDS 229,Introduction to Educational Resources,students must be registered ED75 majors
EDS,EDS 230A-B-C,Research in Curriculum Design,must be ED75 major or consent of instructor
EDS,EDS 231,Advanced Topics in Instructional Practices,must be ED75 major or consent of instructor
EDS,EDS 232,Special Topics in Education,ED75 major or consent of instructor
EDS,EDS 233A,Topics in Education Research and Design,ED79 major or consent of instructor
EDS,EDS 233B,Topics in Education Research and Design,EDS 233A: ED79 major or consent of instructor
EDS,EDS 240A,Research in ASL-English Bilingual Education,ED76 major: Teaching and Learning Bilingual Education (ASL-English) or consent of instructor
EDS,EDS 240B,Research in ASL-English Bilingual Education,"EDS 240A, and ED76 major: Teaching and Learning Bilingual Education (ASL-English) or consent of instructor"
EDS,EDS 240C,Research in ASL-English Bilingual Education,"EDS 240A/EDS 240B, and ED76 major: Teaching and Learning Bilingual Education (ASL-English) or consent of instructor"
EDS,EDS 246,EDS First-Year Doctoral Seminar,department approval required; first-year EDS PhD students
EDS,EDS 247,Research Rotation Experience,department approval required; EDS PhD students
EDS,EDS 249,Equity in Higher Education,graduate-level standing
EDS,EDS 250,Equitable Educational Research and Practice,students must be registered EDS graduate students
EDS,EDS 251,Transforming Learning Environments(4),ED82 major or consent of instructor
EDS,EDS 252,Transforming Inequities in Student Outcomes,ED82 major or consent of instructor
EDS,EDS 253,Transforming Educational Systems and Policy,ED82 major or consent of instructor
EDS,EDS 254,Introduction to Research Design and Quantitative Data Analysis,doctoral students in education ED82 or MSED major ME75 or consent of instructor
EDS,EDS 255,Advanced Quantitative Data Analysis,EDS 254
EDS,EDS 256,Introduction to Mixed Methods Research Design and Analysis,EDS 254 and EDS 264
EDS,EDS 257,Case Study Research,"ED82 and ED79 majors, or consent of instructor"
EDS,EDS 259,Communicating Research,ED82 major or consent of instructor
EDS,EDS 259A,Communicating Research and Reviewing Literature,ED82 major or consent of instructor
EDS,EDS 259B,Communicating Research for Broad Audiences,ED82 major or consent of instructor
EDS,EDS 260A,Educational Research and Evaluation Design,admission into the EdD program or consent of instructor
EDS,EDS 260B,Educational Research and Evaluation Design,"EDS 260A, and admission into the EdD program or consent of instructor"
EDS,EDS 260C,Educational Research and Evaluation Design,"EDS 260B, and admission into the EdD program or consent of instructor"
EDS,EDS 261A,Advanced Research and Evaluation Methods,admission into the EdD program or consent of instructor
EDS,EDS 261B,Advanced Research and Evaluation Methods,"EDS 261A, and admission into the EdD program or consent of instructor"
EDS,EDS 261C,Advanced Research and Evaluation Methods,"EDS 261B, and admission into the EdD program or consent of instructor"
EDS,EDS 262A,Dissertation Writing Seminar,admission into the EdD program or consent of instructor
EDS,EDS 262B,Dissertation Writing Seminar,"EDS 262A, and admission into the EdD program or consent of instructor"
EDS,EDS 262C,Dissertation Writing Seminar,"EDS 262B, and admission into the EdD program or consent of instructor"
EDS,EDS 263,Developmental Theory and Culture,N/A
EDS,EDS 264,Introduction to Qualitative Analysis,ED82 major or consent of instructor
EDS,EDS 265,Special Topics in Qualitative Methods,ED82 major or consent of instructor
EDS,EDS 266,Special Topics in Quantitative Methods,ED82 major or consent of instructor
EDS,EDS 267,Contexts for Teaching and Change,"restricted to PhD (ED82) and EdD (ED79) students, or consent of instructor"
EDS,EDS 268,Introduction to Critical Race Theory and Education,EDS 251 or EDS 252 or EDS 253
EDS,EDS 269,Diverse College Students,graduate-level standing
